"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.292527,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.071506,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1974-Q4",0.857811,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.649878,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1975-Q2",1.045184,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1975-Q3",1.429765,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.799407,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1976-Q1",2.150529,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.718176,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1976-Q3",1.308634,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.916126,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1977-Q1",0.535594,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.71005,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.881061,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.047887,"E"
"NOR","QGDP","TOT","PC_CHGPP","Q","1978-Q1",1.532336,
"NOR","QGDP","TOT","PC_CHGPP","Q","1978-Q2",1.621144,
"NOR","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.200097,
"NOR","QGDP","TOT","PC_CHGPP","Q","1978-Q4",0.13155,
"NOR","QGDP","TOT","PC_CHGPP","Q","1979-Q1",-0.436542,
"NOR","QGDP","TOT","PC_CHGPP","Q","1979-Q2",2.990084,
"NOR","QGDP","TOT","PC_CHGPP","Q","1979-Q3",2.607225,
"NOR","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.8971,
"NOR","QGDP","TOT","PC_CHGPP","Q","1980-Q1",3.881206,
"NOR","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-2.042604,
"NOR","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-1.801523,
"NOR","QGDP","TOT","PC_CHGPP","Q","1980-Q4",2.159523,
"NOR","QGDP","TOT","PC_CHGPP","Q","1981-Q1",1.693394,
"NOR","QGDP","TOT","PC_CHGPP","Q","1981-Q2",0.414925,
"NOR","QGDP","TOT","PC_CHGPP","Q","1981-Q3",-1.24741,
"NOR","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.025386,
"NOR","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.700478,
"NOR","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.010144,
"NOR","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.02956,
"NOR","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.319751,
"NOR","QGDP","TOT","PC_CHGPP","Q","1983-Q1",1.892741,
"NOR","QGDP","TOT","PC_CHGPP","Q","1983-Q2",1.103205,
"NOR","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.382332,
"NOR","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.037352,
"NOR","QGDP","TOT","PC_CHGPP","Q","1984-Q1",2.682251,
"NOR","QGDP","TOT","PC_CHGPP","Q","1984-Q2",0.620589,
"NOR","QGDP","TOT","PC_CHGPP","Q","1984-Q3",2.895622,
"NOR","QGDP","TOT","PC_CHGPP","Q","1984-Q4",2.077106,
"NOR","QGDP","TOT","PC_CHGPP","Q","1985-Q1",1.960674,
"NOR","QGDP","TOT","PC_CHGPP","Q","1985-Q2",-1.373801,
"NOR","QGDP","TOT","PC_CHGPP","Q","1985-Q3",2.907274,
"NOR","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.964946,
"NOR","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.874858,
"NOR","QGDP","TOT","PC_CHGPP","Q","1986-Q2",-1.355962,
"NOR","QGDP","TOT","PC_CHGPP","Q","1986-Q3",2.610116,
"NOR","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.547398,
"NOR","QGDP","TOT","PC_CHGPP","Q","1987-Q1",-0.418548,
"NOR","QGDP","TOT","PC_CHGPP","Q","1987-Q2",2.197221,
"NOR","QGDP","TOT","PC_CHGPP","Q","1987-Q3",-2.607487,
"NOR","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.813508,
"NOR","QGDP","TOT","PC_CHGPP","Q","1988-Q1",-0.373494,
"NOR","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-1.53304,
"NOR","QGDP","TOT","PC_CHGPP","Q","1988-Q3",0.845117,
"NOR","QGDP","TOT","PC_CHGPP","Q","1988-Q4",0.14305,
"NOR","QGDP","TOT","PC_CHGPP","Q","1989-Q1",-0.65375,
"NOR","QGDP","TOT","PC_CHGPP","Q","1989-Q2",1.179425,
"NOR","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.973231,
"NOR","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.69976,
"NOR","QGDP","TOT","PC_CHGPP","Q","1990-Q1",-0.363566,
"NOR","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.08035,
"NOR","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-0.983756,
"NOR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",2.677891,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",0.848437,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",0.523108,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-0.244444,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.73335,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",2.12664,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.521346,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",1.310151,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.715902,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.658,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",1.736163,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.992508,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",3.557926,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",-1.140089,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",2.328959,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",-1.358604,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",3.952132,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",-0.78111,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.872484,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.356395,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",1.233616,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.510292,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",-0.13699,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",3.332495,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",-1.604247,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",2.685007,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",2.412173,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",-0.107515,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.412948,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.96467,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.13311,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",-1.793527,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.511433,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.723129,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.045591,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.054678,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.720367,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.478214,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",-1.444163,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.970452,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.03933,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.169896,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.177624,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.230925,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.869231,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-1.027976,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",2.077774,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-1.4841,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.1293,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.023769,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.47619,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.405057,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.032053,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",3.542667,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.205921,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",-1.154681,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.982483,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.629996,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.52447,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.829606,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.224912,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.639988,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.125038,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.026262,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.830208,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.075219,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",-0.001643,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.283262,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.088166,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-1.256307,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.049835,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.182864,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",0.313378,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-0.825808,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.879574,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.064357,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.053321,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.951229,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",-1.06297,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-2.481583,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.807388,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.093582,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.413466,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.61127,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.051494,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",2.169677,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.235737,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-1.449442,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.817251,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.15056,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.722469,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.980802,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.17716,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.520764,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.739082,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.420367,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.222445,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.256739,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.530068,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.171774,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.87808,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.753067,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.662347,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.862091,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",2.369984,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.466744,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.943992,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.799452,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.166216,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.425709,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.296228,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.640931,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.266198,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.016155,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.228511,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.0205,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.513855,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.547299,
"HUN","QGDP","TOT","PC_CHGPP","Q","1995-Q2",-0.174549,
"HUN","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.024791,
"HUN","QGDP","TOT","PC_CHGPP","Q","1995-Q4",-0.402008,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.351365,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q2",-0.37912,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q3",-0.080357,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.218923,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.953415,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.009963,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.942453,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.892171,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.871644,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.423763,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.856748,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.144388,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.071761,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q2",1.012614,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.81355,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.16459,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.911112,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.068869,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.80657,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.648982,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.904562,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.875116,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.853874,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.843051,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.257038,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.503215,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.994922,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.007608,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.817426,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",1.172614,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.105451,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.164431,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.289124,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.111041,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.153807,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.477942,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.135806,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.65826,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.771578,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.174661,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.935241,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.323439,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.63362,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.890323,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",-1.276065,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",-0.143428,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.557684,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.374618,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.842927,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.516277,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.158148,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.246619,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.229723,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.149695,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.026533,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.043005,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.20468,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.725233,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.631874,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.131081,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.854148,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.015418,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.329159,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.86933,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-2.029111,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.327636,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.3618,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.238143,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.560909,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.857652,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.278401,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.073564,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.836043,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.253407,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.879142,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.634126,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.728906,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.223377,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.723518,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.032351,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.624412,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.379367,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.560218,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.849486,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.426728,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.25642,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.927713,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.493684,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.257439,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.141958,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.471494,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.161803,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.378422,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.004245,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.147549,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.972572,
"SVN","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.246511,
"SVN","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.219151,
"SVN","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.241869,
"SVN","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.671839,
"SVN","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.119485,
"SVN","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.292669,
"SVN","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.75761,
"SVN","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.540394,
"SVN","QGDP","TOT","PC_CHGPP","Q","1997-Q2",2.221216,
"SVN","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.903794,
"SVN","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.382316,
"SVN","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.619805,
"SVN","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.70463,
"SVN","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.853643,
"SVN","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.743774,
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.673424,
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q2",4.242322,
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q3",-2.57289,
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.734754,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.072785,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.437905,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.194083,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.708006,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.206776,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.309823,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.587781,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.958734,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",1.351761,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",-0.100349,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.144641,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.686384,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.037782,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.225071,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.416082,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.626214,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.013195,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.225589,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.965545,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.378795,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.9814,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.681883,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.862622,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.779911,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.728503,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",2.1464,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.692665,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",2.204893,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.854345,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.273612,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",2.02174,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.213399,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.599093,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",1.617529,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.540786,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.727288,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.413761,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-1.088285,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.2372,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.130534,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.119345,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.765052,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.267161,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.526894,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.641389,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.498556,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.177662,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.064175,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.649621,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.742021,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.187029,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-1.997301,
